NUMBER	GENUS	ESPECIE	DETBY	DETDD	DETMM	DETYY	INFRAESPECIE	LONGITUDE_DG	LATITUDE_DG	COLDD	COLMM	COLYY	ALTITUDEmax	ALTITUDEmin	ALTITUDE_ALL	CF	DUPLICATE_old	FAMILY	FONTE_INFO	HABITAT_NOVO	HABITATNOTES	HABITO	DAP_NOVO	ALTURA_NOVO	SOLOTEXTURA	SOLOINUNDACAO	HERBARIUM_NOVO	INPA.TOMBAMENTO	NOTAS_ORIGINAL	ORIGINALESPECIMEN	Fertilidade	REPOSITORIO	ROWHERBARIUM	SOBRENOME	Type	VERNACULARNOME	COLLECTOR	COUNTRY_NOVO	MAJORAREA_NOVO	MINORAREA	GAZETTEER
16344	Ocotea	longifolia		20	8	2012		-64.48	-9.2705555	20	8	2012	110	110	110			Lauraceae									CEN		Linha de transmissao Jirau/Sts Antonio.			sl		Pereira-Silva			Pereira-Silva, G.	Brasil	RONDÔNIA	Porto Velho	Br364
8824	Ocotea	longifolia	Ramírez, J.G.	31	12	2004		-70.26	5.60667	27	10	2004		113	113		77127	Lauraceae									IAvH				fruto	gbif	FMB-77127	Ramirez			Ramirez, J.G.	Colombia	Casanare	Paz de Ariporo	La Hermosa
224	Ocotea	glomerata	Moraes, P.L.R. de	27	6	2010		-34.989167	-7.848611	27	3	2008	113	113	113			Lauraceae				árvore		10.5			ASE;HUEFS;JPB;UPCB		Árvore 10,5m, botoes florais amarelos, ramos com odor cítrico agradável. Mata Atlântica. árvore, 10,5 m alt., botoes florais amarelos, ramos com odor cítrico agradável.; mata atlântica. engenho dágua. borda plana. ; ha árvore, 10,5 m de altura, botoes florais amarelos, ramos com odor cítrico agradável; desc: árvore, 10,5 m de altura, botoes florais amarelos, ramos com odor cítrico agradável mata atlântica.;Árvore 10,5m, botoes florais amarelos, ramos com odor cítrico agradável. Mata Atlântica.		botões;flor	sl		Gomes			Gomes, J.S.	Brasil	PERNAMBUCO	Igarassu	Usina São José
8824	Ocotea	longifolia	Ramírez, J.G.					-70.25	5.6					113	113		SINCHI:COAH:54887	Lauraceae			Ejemplar Botánico						COAH					gbif	54887	Ramirez		Laurel	Ramirez, J.G.	Colombia	Casanare	Paz de Ariporo	La Hermosa
2949	Ocotea	longifolia	van der Werff			1992		-73.242378	-3.734869	25	10	1991		115	115			Lauraceae	Googleearth-maps			árvore		20			MO				fruto	gbif;mo	48564	Grández			Grández, Cesár A.	Perú	Loreto - Maynas	Iquitos	Caserio Unión
151	Ocotea	glomerata	Santos, S.O.					-34.994444	-7.840833				117	117	117			Lauraceae				árvore		6			CEPEC		Ambiente: Mata. Borda com canavial. Habito: Árvore, ca. 6m.			sl		Santos			Santos, S.O.	Brasil	PERNAMBUCO	Igarassu	Engenho Taburaí
130	Ocotea	longifolia	Stevenson, P.					-70.25	4.84					119	119		SINCHI:COAH:75031	Lauraceae			Ejemplar Botánico						COAH					gbif	75031	Correa-G.			Correa-G., D.F.	Colombia	Vichada	La Primavera	Reserva Tomo Grande
COL316294	Ocotea	longifolia		23				-75.3333	7.78333	23	11	1986		120	120			Lauraceae									COL					gbif	COL316294	Herbario Nacional Colombiano			Herbario Nacional Colombiano	Colombia	Antioquia	Cáceres	Finca El Amparo
4196	Ocotea	aurantiodora	van der Werff			1987		-75.333333	7.783333	23	11	1986	120	120	120			Lauraceae						5			MO		old secondary forest with few primary remnants			mo		Zarucchi			Zarucchi, J.	Colombia	Antioquia	Cáceres	Finca El Amparo
15446	Ocotea	longifolia	Vargas, William	28	2	2006		-69.95	-4.15	28	10	1991		120	120		56502	Lauraceae									IAvH;MO				fruto	gbif;mo	FMB-56502	Pipoly			Pipoly, J.J.	Colombia	Amazonas	Leticia	San Pedro De Tipisca
110	Ocotea	longifolia						-39.21611	-16.09333	4	6	2007	300	120	300;120			Lauraceae									CEPEC		Floresta Ombrófila Densa		flor	sl		Piotto			Piotto, D.	Brasil	BAHIA	Santa Cruz Cabrália	Estação Experimental Gregório Bondar (ceplac)
242	Ocotea	glomerata						-39.21611	-16.09333	10	6	2007	300	120	300;120			Lauraceae									CEPEC		Floresta Ombrófila Densa		flor	sl		Piotto			Piotto, D.	Brasil	BAHIA	Santa Cruz Cabrália	Estação Experimental Gregório Bondar (ceplac)
266	Ocotea	nitida						-39.083333	-14.416667	14	6	2007	300	120	300;120			Lauraceae									CEPEC		Floresta Ombrófila Densa		flor	sl		Piotto			Piotto, D.	Brasil	BAHIA	Itacaré	Reserva Gregório Bondar
59	Ocotea	longifolia						-73.1389	-4.06194	21	3	1968		125	125			Lauraceae	http://mapasamerica.dices.net/peru/mapa.php-nombre=Rio-Tahuayo&id=35421								MO					mo		Reyna			Rodriguez, Narciso Reyna	Perú	Loreto - Maynas	Fernando Lores	Tahuayo
252-I	Ocotea	longifolia						-73.1389	-4.06194	21	3	1968		125	125			Lauraceae	http://mapasamerica.dices.net/peru/mapa.php-nombre=Rio-Tahuayo&id=35421		Bosque Húmedo Tropical.						MO					mo		Reyna			Rodriguez, Narciso Reyna	Perú	Loreto - Maynas	Fernando Lores	Tahuayo
2695	Ocotea	canaliculata	Moraes, P.L.R. de		3	2010		-37.839722	-11.770278	17	7	2009	130	130	130			Lauraceae									HUEFS;MO					mo;sl		Moraes			Moraes, P.L.R.	Brasil	BAHIA	Esplanada	Estrada Conde
15904	Ocotea	longifolia		4	4	2011		-64.691666	-9.3380555	4	4	2011	130	130	130			Lauraceae									CEN		Área de influencia indireta.		flor	sl		Pereira-Silva			Pereira-Silva, G.	Brasil	RONDÔNIA	Porto Velho	Br364
34812	Ocotea	longifolia						-74.0783333333	-4.4563888889	10	11	2008		132	132			Lauraceae									AMAZ;HOXA;HUT;MO;USM					mo		Vásquez			Vásquez, R.	Perú	Loreto - Loreto	Nauta	Caserio Unión
2643	Ocotea	canaliculata	Moraes, P.L.R. de		3	2010		-38.35	-12.216667	26	2	2010	139	135	139;135			Lauraceae		Capoeira					arenoso		HUEFS		Mata ombrófila secundária. Solo arenoso.			sl		Carvalho-Sobrinho			Carvalho-Sobrinho, J.G.	Brasil	BAHIA	Alagoinhas	Fazenda Limeira
440	Ocotea	canaliculata	Baitello, J.B.	1	7	2002		-41.6825	-4.086667	27	12	1998	140	140	140			Lauraceae				árvore		7	Arenoso;pedregoso		SPSF;UEC		Árvore ca. 7, 0 m, botoes florais esverdeadas. Subst. areno-pedregoso.; Cerrado (Típico). coleta: xls: spsfantigo; geografia: cerrado&nf;;		botões;flor	sl		Alencar			Alencar, M.E.	Brasil	PIAUÍ	Piracuruca	Parque Nacional De Sete Cidades
4056	Ocotea	longifolia	Rohwer, J.G.	31	1	1986		-52.6008224	-0.8809315	31	1	1968	140	140	140		urn:catalog:JBRJ:RB:132636	Lauraceae				árvore		12			NY;RB		Árvore de 12 m, flores claras		flor	gbif;sl	132636	Oliveira			Oliveira, E. de	Brasil	PARÁ	Almeirim	Monte Dourado
4244	Ocotea	longifolia	Rohwer, J.G.	1	1	1987		-52.6008224	-0.8809315	18	4	1968	140	140	140			Lauraceae									NY					gbif;sl;ny		Oliveira			Oliveira, E. de	Brasil	PARÁ	Almeirim	Monte Dourado
4528	Ocotea	longifolia	van der Werff	15		1988		-52.6008224	-0.8809315	15	6	1968	140	140	140		urn:catalog:JBRJ:RB:132490	Lauraceae									NY;RB		Frutos ainda jovens			gbif;sl;ny	132490	Oliveira			Oliveira, E. de	Brasil	PARÁ	Almeirim	Monte Dourado
23409	Ocotea	longifolia	van der Werff	9				-73.245557	-3.743182	9	3	1980	160	140	160;140			Lauraceae	Googleearth-maps								FSU;IBE;MISS;MO;UNA;USMS					gbif;mo	3383594	McDaniel			McDaniel, S. T.	Perú	Loreto - Maynas	Iquitos	Carretera De Picuruyacu
32154	Ocotea	longifolia	Rohwer, J.G.	21				-73.3333333333	-3.75	13	3	1981	400	140	400;140			Lauraceae									MO					gbif;mo	1452549	Gentry			Gentry, A.	Perú	Loreto - Maynas	Iquitos	Quistacocha
15833	Ocotea	longifolia	van der Werff			1988		-66.116667	0.833333	11	2	1984		140	140			Lauraceae						3			MO		3m tree. Flowers tan color		flor	gbif;mo;f	1307813|53999	Liesner			Liesner, R.L.	Venezuela	Amazonas	D. Rio Negro	Cerro De La Neblina
MO48064	Ocotea	longifolia	van der Werff	17				-66.159964	0.834337	17	7	1984		140	140			Lauraceae									MO					gbif	48064	Davidse			Davidse, G.	Venezuela	Amazonas	D. Rio Negro	Rio Mawarinuma
54498	Ocotea	longifolia	van der Werff			1987		-72.9166666667	-3.25	15	6	1986		140	140			Lauraceae									MO					mo		Gentry			Gentry, A.	Perú	Loreto - Maynas	Mazan	Quebrada Sucusari
15962	Ocotea	longifolia						-72.9166666667	-3.3333333333	13	4	1991		140	140			Lauraceae									MO					mo		Vásquez			Vásquez, R.	Perú	Loreto - Maynas	Mazan	Campamento Napo
15966	Ocotea	longifolia						-72.9166666667	-3.3333333333	13	4	1991		140	140			Lauraceae									MO					gbif;mo	53137|53143	Vásquez			Vásquez, R.	Perú	Loreto - Maynas	Mazan	Campamento Napo
23637	Ocotea	longifolia	van der Werff	26		1998		-73.42972	-3.95527	26	4	1997		140	140			Lauraceae				árvore		25			MO					gbif;mo	1253429	Vásquez			Vásquez, R.	Perú	Loreto - Maynas	Iquitos	Reserva Nacional Allpahuayo Iiap
8874	Ocotea	longifolia	Ramírez, J.G.	31	12	2004		-70.2725	5.60167	30	10	2004		146	146		77130	Lauraceae									IAvH				fruto	gbif	FMB-77130	Ramirez			Ramirez, J.G.	Colombia	Casanare	Paz de Ariporo	La Hermosa
620	Ocotea	canaliculata	Baitello, J.B.	1	7	2012		-41.694722	-4.095556	25	6	1999	150	150	150			Lauraceae				arvoreta		4	Arenoso;pedregoso		SPSF;UEC		Arvoreta ca. 4.0 m, frutos imaturos.; Cerrado Sujo. Substrato arenoso. coleta: cerrado sujo.&nf;arvoreta 4m altura; frutos imaturos.; geografia: sítio da mao dos seis dedos.;;Arvoreta ca. 4.0 m, frutos imaturos.; Cerrado Sujo. Substrato arenoso.		fruto	sl		Alencar			Alencar, M.E.	Brasil	PIAUÍ	Piracuruca	Parque Nacional De Sete Cidades
15632	Ocotea	longifolia	van der Werff			1992		-73.5	-4.1666666667		12	1990	180	150	180;150			Lauraceae		Campinarana	"Bosque primario, vegetación sobre suelo arcillo-arenoso, con dominancia de arena blanca, en las elevaciones del terreno y de arcilla en los declives, estrato inferior sin dominancia observándose Lepidocaryum tessmannii y Scheelea morenii; buen drenaje, pequeñas ondulaciones del terreno. Levantamiento florístico de la parcela \\Y\\\ de 1 ha. de 500 X 20 m.\"""""	árvore	29.9	28	arenoso		MO				fruto	mo		Vásquez			Vásquez, R.	Perú	Loreto - Maynas	Iquitos	Reserva Nacional Allpahuayo Iiap
10292	Ocotea	longifolia	van der Werff			1989		-73.58333	-4.483333	9	2	1988		150	150			Lauraceae				árvore		18			MO				estéril	gbif;mo	53338	Vásquez			Vásquez, R.	Perú	Loreto - Loreto	Nauta	Carretera Nauta-iquitos
15953	Ocotea	longifolia	van der Werff	15				-66.116667	0.833333	15	2	1984		150	150			Lauraceae									MO					gbif;mo	54036	Liesner			Liesner, R.L.	Venezuela	Amazonas	D. Rio Negro	Rio Negro
700	Ocotea	longifolia	van der Werff			1997		-70.142592	-3.4357	22	2	1993		150	150			Lauraceae				árvore	30	15			GH;MO				flor	gbif;mo	1194094	Madriñan			Madriñan, Santiago	Colombia	Amazonas	Leticia	Pnn Amacayacu
1508	Ocotea	longifolia	Assunçao, P.A.C.L.	6	5	2006		-69.316667	-5.216667	9	3	2006	150	150	150			Lauraceae				árvore					INPA	217993	Árvore.	246285		inpa;sl	INPA00217993	Assunção			Assunção, P.A.C.L.	Brasil	AMAZONAS	Jutaí	Rio Curuena
2417	Ocotea	longifolia						-53.8222222222	2.5166666667	23	3	2007		150	150			Lauraceae									MO					mo		Molino			Molino, J.F.	French Guiana	Saint-Laurent-du-Maroni	Maripasoula	Bagne Des Annamites
3387	Ocotea	longifolia	Barbosa, T.D.M.	18	11	2008		-40.43	-20.095556	30	8	2007	150	150	150			Lauraceae				árvore					MBML		Árvore 18m, frutos imaturos de cor verde. Mata.		fruto	sl		Vervloet			Vervloet, R.R.	Brasil	ESPÍRITO SANTO	Serra	Morro Do Agudo
603	Ocotea	longifolia	Cárdenas, D.					-71.35	4.57					150	150		SINCHI:COAH:27242	Lauraceae			Ejemplar Botánico						COAH					gbif	27242	Serna			Serna, R.	Colombia	Meta	Puerto Gaitán	Vereda Santa Cecilia
2335	Ocotea	longifolia	van der Werff			1990		-67.9563888889	-11.7636111111	19	8	1995		159	159			Lauraceae		Floresta de baixio	bosque alto al costado del arroyo america con brosimum guianense, Despteryx alata, varios Ficus, Bactris, Socratea	árvore		17	argiloso		MO;USZ;F		árbol de 17m; corteza externa lisa-ploma oscura; flores en botones		botões	gbif;mo;f	978892	Jardim			Jardim, Antony	Bolivia	Pando - Manuripi	Puerto Rico	Puerto América
330	Ocotea	canaliculata	Moraes, P.L.R. de	11	3	2003		-41.683333	-4.083333	30	5	1998	160	160	160			Lauraceae				árvore		5	Arenoso;pedregoso		UEC		Árvore ca. 5,0m, frutos imaturos.; Cerrado, Areno-pedregoso.		fruto	sl		Alencar			Alencar, M.E.	Brasil	PIAUÍ	Piracuruca	Parque Nacional De Sete Cidades
330	Ocotea	canaliculata	Baitello, J.B.	1	7	2012		-41.683333	-4.083333	30	8	1998	160	160	160			Lauraceae				árvore		5	Arenoso;pedregoso		SPSF;UEC		Árvore ca. 5.0 m, frutos imaturos.; Campo Cerrado. Substrato areno-pedregoso. coleta: xls: spsfantigo; geografia: cerrado&nf;;;Árvore ca. 5.0 m, frutos imaturos.; Campo Cerrado. Substrato areno-pedregoso.		fruto	sl		Alencar			Alencar, M.E.	Brasil	PIAUÍ	Piracuruca	Parque Nacional De Sete Cidades
530	Ocotea	canaliculata	Baitello, J.B.		7	2012		-41.678056	-4.101389	28	2	1999	160	160	160			Lauraceae		Floresta de galeria		arvoreta		4.5	Arenoso;pedregoso		UEC		Arvoreta ca. 4,5 m, botoes florais esverdeados.; Mata ciliar.&nf;Substrato areno-pedregoso.		botões;flor	sl		Alencar			Alencar, M.E.	Brasil	PIAUÍ	Piracuruca	Parque Nacional De Sete Cidades
10996	Ocotea	longifolia		9				-73.2	-3.63	9	6	1994		160	160			Lauraceae				árvore		8			IBE;MBM;MO				flor	gbif;mo;sl	1501456	Rimachi-Y.			Rimachi-Y., Manuel	Perú	Loreto - Maynas	Punchana	Rio Nanay
5682	Ocotea	longifolia	van der Werff	8				-69.578692	-1.321806	8	11	1994		165	165		SINCHI:COAH:18593	Lauraceae	Googleearth-maps	Floresta de várzea	Ejemplar Botánico				argiloso		COAH;MO					gbif;mo	1093335|18593	Cárdenas-López			Cárdenas-López, Dayron	Colombia	Amazonas	La Pedrera	La Pedrera
8695	Ocotea	longifolia						-67.3211111111	-12.6175	20	6	2009		165	165			Lauraceae				árvore	4.3	5			LPB;MO;NY				fértil	mo		Zenteno			Zenteno, F.	Bolivia	La Paz - Abel Iturralde	Ixiamas	Parque Nacional Madidi
740	Ocotea	canaliculata	Baitello, J.B.	1	7	2002		-41.683333	-4.1	18	8	1999	170	170	170			Lauraceae				arbusto		3	Arenoso;pedregoso		SPSF;UEC		Arbusto ca. 3,0m, frutos imaturos. Subst. arenosos.; Cerrado (Típico). coleta: xls: spsfantigo; geografia: cerrado&nf;;		fruto	sl		Alencar			Alencar, M.E.	Brasil	PIAUÍ	Piracuruca	Parque Nacional De Sete Cidades
551	Ocotea	canaliculata	Baitello, J.B.					-41.670556	-4.1075	26	3	1999	170	170	170			Lauraceae		Floresta de galeria		arvoreta		4	Arenoso;pedregoso		SPSF		Arvoreta ca. 4,0 m, flores amareladas.; Mata ciliar. Afloramento rochoso.		flor	sl		Alencar			Alencar, M.E.	Brasil	PIAUÍ	Piracuruca	Parque Nacional De Sete Cidades
3193	Ocotea	longifolia						-70.25	-3.78					170	170		SINCHI:COAH:34467	Lauraceae			Ejemplar Botánico						COAH					gbif	34467	Posada			Posada, A.	Colombia	Amazonas	Leticia	Pnn Amacayacu
448	Ocotea	canaliculata	Baitello, J.B.	1	7	2002		-41.683333	-4.1	28	1	1999	175	175	175			Lauraceae				arbusto		1.5	Arenoso;pedregoso		SPSF		COLETA: XLS: SPSFAntigo; GEOGRAFIA: cerrado&nf;;		botões;flor	sl		Alencar			Alencar, M.E.	Brasil	PIAUÍ	Piracuruca	Parque Nacional De Sete Cidades
9546	Ocotea	canaliculata						-66.75	1.75	20	10	1986		175	175			Lauraceae									MO;PORT					gbif;mo		Stergios			Stergios, B.	Venezuela	Amazonas	D. Rio Negro	Rio Pasimoni
1813	Ocotea	longifolia	Córdoba, Mireya		1	2004		-71.19028	2.17806	2	2	1996		175	175		20448	Lauraceae			Se encuentra en la Banqueta						IAvH				estéril	gbif	FMB-20448	Córdoba			Córdoba, Mireya	Colombia	Guaviare	San José del Guaviare	Serrania De La Lindosa
4208	Ocotea	longifolia	van der Werff	29				-68.8333333333	-13.0166666667	29	8	2004		175	175			Lauraceae				árvore					LPB;MO					gbif;mo	2699483	Gonzales			Gonzales, J.	Bolivia	La Paz - Abel Iturralde	Ixiamas	Parque Nacional Madidi
8626	Ocotea	longifolia						-67.4372222222	-12.7169444444	17	6	2009		175	175			Lauraceae				árvore	6.5	7			LPB;MO;NY				fértil	mo		Zenteno			Zenteno, F.	Bolivia	La Paz - Abel Iturralde	Ixiamas	Parque Nacional Madidi
2194	Ocotea	longifolia	van der Werff			1992		-75	-4		5	1931	180	180	180			Lauraceae						8			MO					mo;f		Klug			Klug, Guillermo	Perú	Loreto - Loreto	Urarinas	Florida
1116	Ocotea	longifolia						-67.9833333333	-11.7333333333	17	9	1994		180	180			Lauraceae						15			MO					gbif;mo;f	1754949	Jardim			Jardim, Antony	Bolivia	Pando - Manuripi	Puerto Rico	Puerto América
16058	Ocotea	longifolia	Molino, J.F. 	18				-53.8222	2.5166666667	18	4	2004		180	180			Lauraceae									MO					gbif;mo	3137682	Granville			Granville, J.J. de	French Guiana	Saint-Laurent-du-Maroni	Maripasoula	Village Arawak Sainte-rose-de-lima
9152	Ocotea	longifolia						-67.8058333333	-13.0144444444	28	10	2009		183	183			Lauraceae				árvore		2			LPB;MO				fértil	mo		Zenteno			Zenteno, F.	Bolivia	La Paz - Abel Iturralde	Ixiamas	Parque Nacional Madidi
Laranja 166368	Ocotea	longifolia	Silva, D.R.	23	5	2012		-56.775278	-9.343056	17	5	2012	186	186	186			Lauraceae									HERBAM		Possui acúleos.			sl		Soares			Soares, C.R.A	Brasil	PARÁ	Jacareacanga	Igarapé Carapurú
464	Ocotea	canaliculata	Baitello, J.B.	1	7	2012		-41.733333	-4.116667	29	1	1999	190	190	190			Lauraceae				arvoreta		3	Arenoso;pedregoso		SPSF;UEC		Arvoreta ca. 3,0 m, botoes florais esverdeados.; Cerrado (típico). Substrato areno-pedregoso. coleta: xls: spsfantigo; geografia: cerrado&nf;;		botões;flor	sl		Alencar			Alencar, M.E.	Brasil	PIAUÍ	Brasileira	Parque Nacional De Sete Cidades
236	Ocotea	longifolia	Fuentes, A.	7				-68.845556	-13.0258333333	7	9	2004		190	190			Lauraceae		Floresta de terra firme		árvore	17.7	13			LPB;MO				estéril	gbif;mo	2281258	Poma			Poma, A.S.	Bolivia	La Paz - Abel Iturralde	Ixiamas	Parque Nacional Madidi
4069	Ocotea	nitida	van der Werff					-50.4613889	-10.4911111	23	3	1999	195	195	195			Lauraceae									MO					mo|sl		Silva			Silva, M.A. da	Brasil	TOCANTINS	Pium	Ilha Do Bananal
MO1964160	Ocotea	nitida	van der Werff	23				-50.46	-10.49	23	3	1999		195	195			Lauraceae									MO					gbif	MO1964160	Silva			Silva, M.A. da	Brasil	TOCANTINS	Pium	Rio Novo
4454	Ocotea	longifolia	van der Werff	24				-72.4	-0.57	24	3	1994	300	200	300;200		SINCHI:COAH:21104	Lauraceae		Campina	Ejemplar Botánico				arenoso		COAH;MO					gbif;mo	1093310|21104|3136952	Cárdenas-López			Cárdenas-López, Dayron	Colombia	Caquetá	Solano	Araracuara
969	Ocotea	longifolia		25				-76.397338	-0.674229	25	3	2001	300	200	300;200			Lauraceae			Tierra firma; lomas de 30-50 m, de arcilla rojiza.			20	argiloso		F;MO		Tierra firma; lomas de 30-50 m, de arcilla rojiza. Árbol de 20 m. Flores amarillentas, pétalos erectos. Corteza oscura, en estado juvenil las ramas tienen alas;Árbol de 20 m. Flores amarillentas, pétalos erectos. Corteza oscura, en estado juvenil las ramas tienen alas		flor	gbif;mo;f	2246636|3137421	Villa			Villa, G.	Ecuador	Orellana - Orellana	Dayuma	Parque Nacional Yasuní
4490	Ocotea	longifolia						-76.4072222222	-0.6822222222	26	11	2009	300	200	300;200			Lauraceae		Floresta de terra firme	Bosque Húmedo Tropical, áreas de tierra firme colinado y de bajios						MO;QCA					mo		Perez			Perez, Alvaro J.	Ecuador	Orellana - Orellana	Dayuma	Parque Nacional Yasuní
21965	Ocotea	longifolia		16				-75.25	-0.1166666667	16	5	1978		200	200			Lauraceae									MO					gbif;mo	1354369	Gentry			Gentry, A.	Perú	Loreto - Maynas	Putumayo	Rio Putumayo
5762	Ocotea	glomerata	van der Werff	28		1983		-63.32	6.83	28	7	1978		200	200			Lauraceae				árvore					BAH;MBM;MO		8 m tree; flowers yellowish.		flor	gbif;mo;sl	1945382	Liesner			Liesner, R.L.	Venezuela	Bolívar	Raúl Leoni	Paragua
5721	Ocotea	glomerata	van der Werff	27				-62.9	7	27	7	1978		200	200			Lauraceae									MO					gbif;mo	1945342	Liesner			Liesner, R.L.	Venezuela	Bolívar	Raúl Leoni	Rio Samay
31438	Ocotea	longifolia	van der Werff	31				-75.9833	-1.6	31	5	1980		200	200			Lauraceae									AAU;MO					gbif;mo	55496|J.Brandbyge31438	Brandbyge			Brandbyge, John S.	Ecuador	Pastaza - Pastaza	Rio Tigre	Pozo Petrolero Moretecocha
10251	Ocotea	longifolia	van der Werff	10				-71.47	7.68	10	3	1981	1000	200	1000;200			Lauraceae									MO					gbif;mo	1342254|1346742	Liesner			Liesner, R.L.	Venezuela	Mérida	Padre Noguera	Rio Caparo
3686	Ocotea	glomerata	van der Werff		1	1989		-53.1666666667	3.6666666667	7	8	1987	300	200	300;200			Lauraceae				árvore					INPA;MO	201333	Secondary vegetation on road to airstrip. Tree to 10m tall; cupule green, immature fruits greenish-yellow.	128774	fruto	gbif;inpa;mo;sl	3141599|INPA00201333	Hahn			Hahn, W. J.	French Guiana	Saint-Laurent-du-Maroni	Saül	Bagne Des Annamites
221	Ocotea	glomerata	van der Werff	1	1	1994		-53.2	3.6166666667	28	8	1987	250	200	250;200			Lauraceae									MO;NY					mo		Marshall			Marshall, N.	French Guiana	Saint-Laurent-du-Maroni	Saül	Village Arawak Sainte-rose-de-lima
223	Ocotea	glomerata	van der Werff	28				-53.2	3.6166666667	28	8	1987	250	200	250;200			Lauraceae									MO;NY					mo		Marshall			Marshall, N.	French Guiana	Saint-Laurent-du-Maroni	Saül	Village Arawak Sainte-rose-de-lima
19009	Ocotea	glomerata	van der Werff		1	1994		-53.2	3.6166666667	18	6	1988		200	200			Lauraceae									MO;NY					mo		Mori			Mori, S.A.	French Guiana	Saint-Laurent-du-Maroni	Saül	Village Arawak Sainte-rose-de-lima
69729	Ocotea	longifolia	van der Werff	28		1992		-70.0906	-12.517	28	2	1990		200	200			Lauraceae									MO					gbif;mo	56581	Gentry			Gentry, A.	Perú	Madre de Dios - Tambopata	Laberinto	Santuario Nacional Pampas Del Heath
380	Ocotea	canaliculata	van der Werff			2013		-72.5	-0.4166666667	7	11	1991	300	200	300;200			Lauraceae				árvore	20	25			K;MO				fruto	mo		Restrepo			Restrepo, Diego	Colombia	Caquetá	Solano	Araracuara
393	Ocotea	longifolia						-72.5	-0.4166666667	7	11	1991	300	200	300;200			Lauraceae				árvore	10	6			MO				fruto	mo		Restrepo			Restrepo, Diego	Colombia	Caquetá	Solano	Araracuara
