NUMBER	GENUS	ESPECIE	DETBY	DETDD	DETMM	DETYY	INFRAESPECIE	LONGITUDE_DG	LATITUDE_DG	COLDD	COLMM	COLYY	ALTITUDEmax	ALTITUDEmin	ALTITUDE_ALL	CF	DUPLICATE_old	FAMILY	FONTE_INFO	HABITAT_NOVO	HABITATNOTES	HABITO	DAP_NOVO	ALTURA_NOVO	SOLOTEXTURA	SOLOINUNDACAO	HERBARIUM_NOVO	INPA.TOMBAMENTO	NOTAS_ORIGINAL	ORIGINALESPECIMEN	Fertilidade	REPOSITORIO	ROWHERBARIUM	SOBRENOME	Type	VERNACULARNOME	COLLECTOR	COUNTRY_NOVO	MAJORAREA_NOVO	MINORAREA	GAZETTEER
7175	Ocotea	longifolia	van der Werff			2002		-39.27	-14.6033	4	4	2002						Lauraceae			Higrófila	árvore		5			NY		Arbusto ca. 3.0 m. alt. Folhas verdes concolores. Flores em botoes amarelados		botões;flor	ny;gbif;sl	776843	Carvalho			Carvalho, A.M.V. de	Brasil	BAHIA	Uruçuca	Reserva Gregório Bondar
FCD74	Ocotea	canaliculata	Moraes, P.L.R. de		3	2010		-41.362222	-12.486111	3	4	2002						Lauraceae									HUEFS		Mata perenifólia sob latosolos			sl		Funch			Funch, R.	Brasil	BAHIA	Lençóis	Estação Ecológica Do Pau-brasil
6525	Ocotea	glomerata	Lyra-Lemos, R.P.	6		2002		-35.9216667	-9.6177778	6	4	2002					urn:catalog:JBRJ:RB:556479	Lauraceae				árvore		5			RB		Árvore, em floraçao, ca. de 5 m de altura, botoes florais cremes, frutos ausentes. árvore, em floração, ca. de 5 m de altura, botões florais cremes, frutos ausentes.		botões;flor;fruto	gbif;sl	556479	Lemos			Lyra-Lemos, R.P.	Brasil	ALAGOAS	Pilar	Fazenda Lamarao
6744	Ocotea	longifolia	Moraes, P.L.R. de	10	9	2014		-35.8417	-9.38333		4	2002						Lauraceae				arvoreta					HUEFS;IPA		Mata Atlântica em vale de tabuleiro.			sl		Lyra-Lemos			Lyra-Lemos, R.P.	Brasil	ALAGOAS	Messias	Arredores Da Cidade
820	Ocotea	glomerata						-35.937693	-8.979501	23	4	2002						Lauraceae				árvore		8			HUCPE		Árvore cerca de 8m de altura; caule enegrecido; botoes florais amarelos. Frequente.		botões;flor	sl		Oliveira			Oliveira, Marcondes	Brasil	ALAGOAS	Ibateguara	Coimbra
s.n.	Ocotea	nitida	Moraes, P.L.R. de	11	2	2014		-39.4094	-7.23417	24	5	2002						Lauraceae									HST					sl		Silva			Silva, F.V.	Brasil	CEARÁ	Crato	Chapada Do Araripe
s.n.	Ocotea	nitida	Moraes, P.L.R. de	11	2	2014		-39.4094	-7.23417	23	5	2002						Lauraceae				árvore					HST		Árvore.			sl		Silva			Silva, F.V.	Brasil	CEARÁ	Crato	Chapada Do Araripe
46	Ocotea	longifolia	Gomes, V.	10	11	2004		-38.931667	-4.218056	9	8	2002						Lauraceae									EAC		Floresta Ombrófila Montana		flor	sl		Silveira			Silveira, A.P.	Brasil	CEARÁ	Pacoti	Sitio Arvoredo
19	Ocotea	glomerata	Alves, F.M.	29	10	2009		-40.865	-4.04861	2	10	2002						Lauraceae				árvore					PEUFR		Árvore, construçao e carpintaria.			sl		Bezerra			Bezerra, G.J.	Brasil	CEARÁ	São Benedito	Serra Da Ibiapaba
72	Ocotea	glomerata						-35.002778	-7.838889	21	10	2002						Lauraceae				arvoreta		1.8			PEUFR		Arvoreta com 1,80m de altura. Indivíduo n 44. Folhas discolores. Frequente.			sl		Sá-e-Silva			Sá-e-Silva, I.M.M.	Brasil	PERNAMBUCO	Igarassu	Mata Dos Macacos
5863	Ocotea	nitida	Barbosa, T.D.M.	21	10	2012		-40.746732	-20.0406	17	12	2002					urn:catalog:JBRJ:RB:720844	Lauraceae				arvoreta	20				RB;UEC		Arvoreta 9m. Dap 20cm. Fuste 3m. Flores esbranquiçadas. arvoreto 9 m. dap 20 cm. fuste 3 m. flores esbranquiçadas.		flor	gbif|sl	720844	Kollmann			Kollmann, L.	Brasil	ESPÍRITO SANTO	Santa Maria de Jetibá	Sítio Jetibá
29	Ocotea	glomerata	Melquiades, A.	16	1	2003		-35.002778	-7.838889	16	1	2003						Lauraceae				árvore		7			PEUFR		Árvore ca. 7m, frutos pretos em forma de sino		fruto	sl		Melquiades			Melquiades, A.	Brasil	PERNAMBUCO	Igarassu	Mata Dos Macacos
35	Ocotea	glomerata	Silva, A.C.C.	14	4	2014		-37.315	-10.758056	16	1	2003						Lauraceae						8			ASE				fruto	sl		Santos			Santos, M.L.	Brasil	SERGIPE	Areia Branca	Rppn Fonte Da Bica
1687	Ocotea	canaliculata	Moraes, P.L.R. de		3	2010		-38.4	-12.166667	5	2	2003						Lauraceae									HUEFS					sl		Jesus			Jesus, N.G. de	Brasil	BAHIA	Alagoinhas	Campus Da Uneb
215	Ocotea	glomerata	Melquiades, A.	15	5	2003		-34.9064	-7.83417	15	2	2003						Lauraceae				árvore		6			PEUFR		Árvore ca. 6m, flores creme.		flor	sl		Melquiades			Melquiades, A.	Brasil	PERNAMBUCO	Igarassu	Usina São José
6160	Ocotea	nitida	Barbosa, T.D.M.	21	10	2012		-40.746732	-20.0406	30	4	2003					urn:catalog:JBRJ:RB:720853	Lauraceae				árvore	24	15			RB;UEC		Árvore 15 m, DAP 24 cm, Fuste 8 m. Frutos verdes. árvore 15m, dap 24cm, fuste 8m. frutos verdes		fruto	gbif|sl	720853	Kollmann			Kollmann, L.	Brasil	ESPÍRITO SANTO	Santa Maria de Jetibá	Sítio Jetibá
7574	Ocotea	glomerata	Lyra-Lemos, R.P.	1	1	2003		-36.41666667	-9.25	26	4	2003						Lauraceae	Linha-5992			árvore		3			ESA;MAC		Árvore planta com ca. de 3m de alt. Botoes florais esverdeados.HABITAT:Mata Atlântica em encosta;		botões;flor	sl		Lyra-Lemos			Lyra-Lemos, R.P.	Brasil	ALAGOAS	Quebrangulo	Reserva Biológica Da Pedra Talhada
289	Ocotea	glomerata	Lyra-Lemos, R.P.	1	1	2004		-36.2911111111	-10.2422222222	8	4	2003						Lauraceae				árvore		5			MAC		Árvore com ca. de 5m de alt. Botoes imaturos amarelo-esverdeados.HABITAT:Mata Atlântica;		botões	sl		Machado			Machado, M.A.B.L.	Brasil	ALAGOAS	Coruripe	Usina Coruripe
202	Ocotea	glomerata	Melquiades, A.	15	5	2003		-34.9064	-7.83417	15	5	2003					urn:catalog:JBRJ:RB:556493	Lauraceae				árvore		8			NY;PEUFR;RB		Árvore ca. 8 m, com inflorescencia de coloraçao amarela-esverdeada. árvore ca. 8 m, com inflorescência de coloração amarela-esverdeada. árvore ca. 8m, com inflorescencia de coloraçao amarela-esverdeada.;Árvore ca. 8 m, com inflorescencia de coloraçao amarela-esverdeada.		flor	gbif;sl;ny	556493	Melquiades			Melquiades, A.	Brasil	PERNAMBUCO	Igarassu	Usina São José
1687	Ocotea	canaliculata	Moraes, P.L.R. de		3	2003		-38.433333	-12.15	5	6	2003						Lauraceae									ALCB					sl		Jesus			Jesus, N.G. de	Brasil	BAHIA	Alagoinhas	Campus Da Uneb
6221	Ocotea	nitida	Barbosa, T.D.M.	20	10	2008		-40.7461	-20.0406	17	6	2003						Lauraceae				árvore		5			MBML;UEC		Arvoreto 5 m. Frutos verdes.		fruto	sl		Kollmann			Kollmann, L.	Brasil	ESPÍRITO SANTO	Santa Maria de Jetibá	Belém
sDTS-048	Ocotea	glomerata	van der Werff					-35.002778	-7.838889	16	7	2003						Lauraceae				árvore					MIRR;MO		Árvore&nf;Nome vulgar: Louro			sl;mo		Silva			Silva, S.J.R. da	Brasil	PERNAMBUCO	Igarassu	Usina São José
400	Ocotea	longifolia	Gomes, V.	16	10	2004		-38.931667	-4.218056	16	11	2003						Lauraceae									EAC		Floresta Ombrófila Montana		flor	sl		Silveira			Silveira, A.P.	Brasil	CEARÁ	Pacoti	Sitio Arvoredo
381	Ocotea	glomerata	Lyra-Lemos, R.P.	1	1	2004		-36.1756	-10.1256	29	1	2004						Lauraceae				árvore		10			EAC;MAC		Árvore, ca de 10m de altura.Frutos verdes.; Mata Atlântica árvore, ca. de 10m de altura. frutos verdes.habitat:mata atlântica;		fruto	sl		Machado			Machado, M.A.B.L.	Brasil	ALAGOAS	Coruripe	Usina Coruripe
s.n.	Ocotea	nitida						-41.1701	-16.060592	28	1	2004						Lauraceae	Googleearth-maps								BHCB;MO					mo		Pereira			Pereira, J.M	Brasil	MINAS GERAIS	Pedra Azul	Aeroporto De Pedra Azul
89	Ocotea	longifolia	Santos, J.L. dos	1	1	2004		-60.864167	3.06	12	2	2004						Lauraceae				árvore	6.5	3			INPA	213900	Pequena árvore (2,5-3,5m de altura), 5-8cm de diâmetro. Sem flores. Frutos imaturos de cor verde-escura.	197958	flor;fruto	inpa;sl	INPA00213900	Barbosa			Barbosa, R.I.	Brasil	RORAIMA	Boa Vista	Projeto De Assentamento Nova Amazônia (pana)
327	Ocotea	glomerata		15				-35.002778	-7.838889	15	5	2004					urn:catalog:JBRJ:RB:556494	Lauraceae	Linha-5273			árvore		5			PEUFR;RB		Árvore com ca. de 5 m de altura. Folhas discolores. Flor: inflorescencia amarronzada. árvore com ca. de 5 m de altura. folhas discolores. flor: inflorescência amarronzada. árvore comca de 5m de altura.		flor	gbif;sl	556494	Sá-e-Silva			Sá-e-Silva, I.M.M.	Brasil	PERNAMBUCO	Igarassu	Usina São José
439	Ocotea	glomerata	Lyra-Lemos, R.P.					-36.1756	-10.1256	14	9	2004						Lauraceae				árvore		7			ALCB;MAC;MOSS		Árvore com ca. de 7m de altura. Flores amarelasHABITAT:Mata Atlântica - Grota (borda da mata).; árvore com cerca de 7m de altura; coletada na mata atlântica - grota (borda da mata); flores amarelas; n.v. louro-branco.habitat:mata atlântica;		flor	sl		Machado			Machado, M.A.B.L.	Brasil	ALAGOAS	Coruripe	Usina Coruripe
158	Ocotea	canaliculata	Moraes, P.L.R. de		3	2010		-38.433333	-12.15	9	10	2004						Lauraceae									HUEFS					sl		Silva			Silva, B.M.	Brasil	BAHIA	Alagoinhas	Campus Da Uneb
78608	Ocotea	nitida	Moraes, P.L.R. de	6	5	2009		-42.6986	-13.0194	27	11	2004						Lauraceae	Linha-5784			arvoreta		4			MBM;MO		Arvoreta 4m, flor creme. Encosta rochosa do morro		flor	mo|sl		Hatschbach			Hatschbach, G. G.	Brasil	BAHIA	Macaúbas	Arredores Da Cidade
78506	Ocotea	nitida	Moraes, P.L.R. de	6	5	2009		-42.475	-14.0694	25	11	2004						Lauraceae	Linha-4889			arbusto		3			MBM;MO		Arbusto 3m. campo rupestre			mo|sl		Hatschbach			Hatschbach, G. G.	Brasil	BAHIA	Caetité	Fazenda Estrondo
4693	Ocotea	nitida	Santos, S.O.	12	8	2011		-39.2658	-17.7319	19	11	2004						Lauraceae				arbusto		1.6			EAC		Arbusto, ocasional, ca. 1,60m, caule verde-amarronzado, folha levemente papirácea, adaxialmente verde brilhante, infloresc. jovem verde-alvascenta; Restinga		flor	sl		Miranda			Miranda, A.M.	Brasil	BAHIA	Caravelas	Fazenda Céu Aberto
135	Ocotea	glomerata	Silva, H.C.H. 	28	11	2006		-35.002778	-7.838889	7	12	2004						Lauraceae	Googleearth-maps								PEUFR					sl		Cavalcanti			Cavalcanti, A.D.C	Brasil	PERNAMBUCO	Igarassu	Usina São José
2685	Ocotea	nitida	Assis, L.C.S.	1	4	2008		-43.4452777	-18.27472	16	12	2004					urn:catalog:JBRJ:RB:133362	Lauraceae				árvore		7			RB		Árvore 7 m alt., folhas discolores, verdes com nervuras verde-claras na face adaxial, verde-claras na abaxial, perianto alvo-hialino, glandulas amarelas, estames verde-claros.		flor	gbif|sl	133362	Mello-Silva			Mello-Silva, R.	Brasil	MINAS GERAIS	Diamantina	Gruta Do Slitre
580	Ocotea	glomerata	Lyra-Lemos, R.P.					-36.1756	-10.1256	5	4	2005						Lauraceae				árvore		4			MAC		Árvore com ca. de 4m de altura. Frutos maduros marronsHABITAT:Mata Atlântica - Borda da Mata - Encosta.;		fruto	sl		Machado			Machado, M.A.B.L.	Brasil	ALAGOAS	Coruripe	Usina Coruripe
12065	Ocotea	glomerata	Guedes, M.L.		5	2006		-41.39	-12.5631	11	6	2005						Lauraceae									ALCB					sl		Guedes			Guedes, M.L.	Brasil	BAHIA	Lençóis	Chapada Diamantina
91	Ocotea	glomerata	Lyra-Lemos, R.P.	1	1	2005		-36.4758	-9.92528	11	6	2005						Lauraceae				árvore		7			ASE;MAC		Árvore ca. de 7m de altura. Botoes florais verdes. Frutos secos.HABITAT:Floresta Estacional.; árvore. cerca de 7m de altura. botoes florais verdes. frutos secos.; floresta estacional. ; ha		botões;flor;fruto	sl		Santos			Santos, A.L.	Brasil	ALAGOAS	Junqueiro	Fazenda Ribeira
3	Ocotea	nitida	Baitello, J.B.	10	8	2012		-40.696111	-20.045278	23	7	2005						Lauraceae				árvore		14			SPSF		COLETA: Fragmento Florestal, interior da mata.&nf;Árvore 14m altura; frutos; GEOGRAFIA: Propriedade do Sr. Paulo Sick;		flor;fruto	sl		Texeira			Texeira, R.N.C.	Brasil	ESPÍRITO SANTO	Santa Maria de Jetibá	Reserva Florestal Da Cvrd
4	Ocotea	nitida	Baitello, J.B.	10	8	2012		-40.696111	-20.045278	23	7	2005						Lauraceae				árvore		20			SPSF		COLETA: Fragmento Florestal, interior da mata.&nf;Árvore 20m altura; frutos; GEOGRAFIA: Propriedade do Sr. Paulo Sick;		flor;fruto	sl		Texeira			Texeira, R.N.C.	Brasil	ESPÍRITO SANTO	Santa Maria de Jetibá	Reserva Florestal Da Cvrd
1748	Ocotea	longifolia	Chinchero, M.A	29				-77.83	-0.63	29	9	2005						Lauraceae									GOET;MO;QCA;QCNE					gbif;mo	3578324	Homeier			Homeier, J.	Ecuador	Orellana - Archidona	Cotundo	Volcan Sumaco
51	Ocotea	longifolia	Quinet, A.	24	3	2006		-40.448611	-20.155556	2	10	2005					urn:catalog:JBRJ:RB:489708	Lauraceae									RB					gbif;sl	489708	Crepaldi			Crepaldi, M.O.S.	Brasil	ESPÍRITO SANTO	Santa Leopoldina	Santa Leopoldina
5134	Ocotea	longifolia	Folli, D.A.	22	11	2005		-40.0722	-19.3911	22	11	2005						Lauraceae				árvore	15.597184423	15			CVRD;HRCB		Arbóreo, terrestre, fuste cilíndrico, casca áspera, altura total 1,5m, fuste 10m, cap fuste 49cm, diâmetro copa 10m. Botao branco, flor creme, fruto branca, seiva incolor, descamaçao ausente.		botões;flor;fruto	sl		Folli			Folli, D.A.	Brasil	ESPÍRITO SANTO	Linhares	Reserva Florestal Da Cvrd
133	Ocotea	glomerata	Gomes, J.S.	20	12	2005		-34.944444	-7.7875	30	11	2005						Lauraceae				arvoreta		3.5			PEUFR		Arvoreta lenhosa com3,5m. Indivíduo n°2467. Folhas verdes discolores, material vegetativo.			sl		Gomes			Gomes, J.S.	Brasil	PERNAMBUCO	Igarassu	Usina São José
220	Ocotea	glomerata	Lyra-Lemos, R.P.					-36.4758	-9.92528	5	2	2006						Lauraceae				árvore		8			ASE;MAC		Árvore ca. de 8m de altura. Frutos verdes.HABITAT:Floresta Estacional.; árvore. cerca de 8m de altura. frutos verdes.; floresta estacional. ; ha		flor;fruto	sl		Santos			Santos, A.L.S.	Brasil	ALAGOAS	Junqueiro	Chá Da Aldeia
2210	Ocotea	longifolia	van der Werff	31				-77.805	-0.68	31	3	2006						Lauraceae									GOET;MO;QCA;QCNE;US					gbif;mo	3578423	Homeier			Homeier, J.	Ecuador	Orellana - Archidona	Cotundo	Volcan Sumaco
53	Ocotea	glomerata	Rodrigues, L.M.O.	28	3	2006		-36.94	-10.593333	23	3	2006						Lauraceae				árvore					ASE;CEN;HVASF		Árvore, 1,5 m.. Flor amarela. arvore. 1.5. m. flor amarela.; borda da mata ; ha doaçao do herbário ase. universidade federal de sergipe. ase ns 9896		flor	sl		Rodrigues			Rodrigues, L.M.O	Brasil	SERGIPE	Japaratuba	São José
1943	Ocotea	canaliculata						-35.8244	-9.56333	20	4	2006						Lauraceae				árvore		8			MAC		Árvore. ca. de 8 m de altura. Inflorescencia com flores amarelas,botoes florais amarelados.HABITAT:Mata Atlântica.;		botões;flor	sl		Rodrigues			Rodrigues, M.N.	Brasil	ALAGOAS	Satuba	Apa Do Catolé E Fernão Vale
2367	Ocotea	longifolia	Quinet, A.	2	8	2006		-40.534722	-19.3325	25	5	2006						Lauraceae									MBML					sl		Demuner			Demuner, V.	Brasil	ESPÍRITO SANTO	Marilândia	Liberdade
786	Ocotea	longifolia	Moraes, P.L.R. de	1	6	2010		-39.5652778	-15.3916666	5	6	2006					urn:catalog:JBRJ:RB:421878	Lauraceae				árvore		5			RB		Árvore com cerca de 5 metros de altura. Folhas cartáceas, fortemente discolores. Botoes esverdeados árvore com cerca de 5 metros de altura. folhas cartáceas, fortemente discolores. botões esverdeados		botões	gbif;sl	421878	Lopes			Lopes, M.M.M	Brasil	BAHIA	Camacan	Estrada Camacã-jacarecí
86	Ocotea	glomerata	Rodrigues, L.M.O.	22	6	2006		-36.94	-10.593333	22	6	2006						Lauraceae				árvore		10			ASE		árvore. 10. m. folas alternas, flor amarela.; interior da mata ; HA		flor	sl		Rodrigues			Rodrigues, L.M.O	Brasil	SERGIPE	Japaratuba	São José
7	Ocotea	glomerata		18				-35.8925	-9.2547222222	18	7	2006					urn:catalog:JBRJ:RB:556481	Lauraceae				árvore		3			ASE;MAC;RB		Árvore ca. de 3m de altura. Botoes cremes.HABITAT:Mata Atlântica.; herbácea. flores pequenas cor creme. herbácea. flores pequenas cor creme.; restinga ; ha;Árvore ca. de 3m de altura. Botoes cremes.HABITAT:Mata Atlântica.		botões	gbif;sl	556481	Ibrahim			Ibrahim, M.	Brasil	ALAGOAS	Murici	Lamarão
135	Ocotea	glomerata	Santos, J.S.		8	2006		-38.95	-12.616667	24	7	2006						Lauraceae				árvore	8.91	15			ALCB				botões	sl		Santos			Santos, J.S.	Brasil	BAHIA	Cachoeira	Rppn Peninha
2528	Ocotea	canaliculata						-65.153333	-4.885833	15	8	2006						Lauraceae									MFS					sl		Bastos			Bastos, Miranda	Brasil	AMAZONAS	Coari	Base Geologo Pedro De Moura
488	Ocotea	nitida	Ramos, J.F.		11	2006		-55.828028	-9.469278	29	9	2006						Lauraceae				árvore		20			INPA	219885	Árvore até 20 m alt. Flores brancas.	248104	flor	inpa|sl	INPA00219885	Sasaki			Sasaki, D.	Brasil	MATO GROSSO	Novo Mundo	Parque Estadual Cristalino
1310	Ocotea	nitida	Baitello, J.B.	28	10	2011		-42.6219445	-14.77	25	10	2006					urn:catalog:JBRJ:RB:490170	Lauraceae				árvore					RB		Árvore tombada, folhas lisas, frutos verdes com cúpula marrom levemente avermelhada		fruto	gbif|sl	490170	Lobão			Lobão, A.	Brasil	BAHIA	Urandi	Parque Estadual Do Rio Doce
5431	Ocotea	longifolia	Folli, D.A.	27	12	2006		-40.0722	-19.3911	27	12	2006						Lauraceae				árvore	27.0563403256	15			CVRD;HRCB;HUEFS		Arbóreo, terrestre, fuste cilíndrico, casca áspera, altura total 15m, fuste 10m, cap fuste 85cm, diâmetro copa 5m. Botao branco, flor branca, seiva incolor, descamaçao ausente. mata de tabuleiro.;Arbóreo, terrestre, fuste cilíndrico, casca áspera, altura total 15m, fuste 10m, cap fuste 85cm, diâmetro copa 5m. Botao branco, flor branca, seiva incolor, descamaçao ausente.		botões;flor	sl		Folli			Folli, D.A.	Brasil	ESPÍRITO SANTO	Linhares	Reserva Florestal Da Cvrd
94	Ocotea	longifolia	Formiga, K.		10	2007		-56.0922	-2.15222	15	12	2006						Lauraceae				árvore	15.5	15			EAFM;INPA	227940	Árvore de 15m de altura, DAP 15.5cm. Inflorescencia axilar em panículas, pedúnculo verde-claro, flores amarelo-claro, botoes florais amarelo-claro. árvore de 15m de altura, dap 15.5cm. inflorescência axilar em panículas, pedúnculo verde-claro, flores amarelo-claro, botões florais amarelo-claro. árvore de 15m de altura, dap 15.5cm. inflorescencia axilar em panículas, pedúnculo verde-claro, flores amarelo-claro, botoes florais amarelo-claro. ; de	297338	botões;flor	inpa;sl	INPA00227940	Ramos			Ramos, M.B.	Brasil	PARÁ	Juruti	Comunidade Santo Hilário
444	Ocotea	glomerata	Alves-Araújo, A.	16	7	2007		-34.9064	-7.83417	2	3	2007					urn:catalog:JBRJ:RB:493180	Lauraceae				árvore		6			RB		Árvore 6 m de altura, flores alvo-esverdeadas		flor	gbif;sl	493180	Alves-Araújo			Alves-Araújo, A.	Brasil	PERNAMBUCO	Igarassu	Usina São José
P1516	Ocotea	longifolia		17				-69.28	-12.83	17	3	2007					urn:uuid:b62d5bba-0a16-4ad1-840d-0cb33d6df8c4	Lauraceae	Linha-1536								YPM					gbif	YU.056919	Lin			Lin, E.	Perú	Madre de Dios - Tambopata	Tambopata	Parque Nacional Manú
280	Ocotea	glomerata	Marques, J.S.	19	6	2007		-34.9064	-7.83417	30	5	2007						Lauraceae				arbusto					IPA		Arbusto, folhas simples alternas. Flores pequenas, pouco vistosas.		flor	sl		Albuquerque			Albuquerque, N.A.	Brasil	PERNAMBUCO	Igarassu	Usina São José
240	Ocotea	glomerata	Alves-Araújo, A.	19	6	2007		-35.02083	-7.79389	9	5	2007					urn:catalog:JBRJ:RB:493181	Lauraceae				árvore		10			RB		Árvore ca. 10 m de alt., flores alvo-amareladas		flor	gbif;sl	493181	Alves-Araújo			Alves-Araújo, A.	Brasil	PERNAMBUCO	Igarassu	Usina São José
834	Ocotea	longifolia	Janovec, J.P.	30	1	2008		-70.0906	-12.517	12	6	2007						Lauraceae									BRIT					gbif	A. Balarezo 834	Balarezo			Balarezo, A.	Perú	Madre de Dios - Tambopata	Laberinto	Santuario Nacional Pampas Del Heath
276	Ocotea	longifolia	Formiga, K.		10	2007		-56.08675	-2.182083	18	6	2007						Lauraceae				árvore	2.3	7			EAFM;INPA	227941	Árvore de 7m de altura, DAP 2.3cm. Inflorescencia e infrutescencia com frutos jovens. árvore de 7m de altura, dap 2.3cm. inflorescência e infrutescência com frutos jovens. árvore de 7m de altura, dap 2.3cm. inflorescencia e infrutescencia com frutos jovens. ; de	297339	flor;fruto	inpa;sl	INPA00227941	Ramos			Ramos, M.B.	Brasil	PARÁ	Juruti	Estrada Do Curomucuri
288	Ocotea	glomerata	Albuquerque, N.A.	17	12	2007		-34.9064	-7.83417	17	7	2007						Lauraceae				árvore		5			IPA		Árvore ca 5 m. Inflorescencia em botoes.		botões;flor	sl		Albuquerque			Albuquerque, N.A.	Brasil	PERNAMBUCO	Igarassu	Usina São José
399	Ocotea	glomerata	Albuquerque, N.A.	6	12	2007		-34.9064	-7.83417	29	7	2007						Lauraceae				árvore		5			IPA		Árvore ca. de 5 metros de altura. Flores com botoes amarelos.		botões;flor	sl		Albuquerque			Albuquerque, N.A.	Brasil	PERNAMBUCO	Igarassu	Usina São José
50	Ocotea	longifolia						-41.283333	-20.75	3	7	2007						Lauraceae									VIES		Floresta Estacional Semidecidual Submontana. ; HA		flor	sl		Moreira			Moreira, L.N.	Brasil	ESPÍRITO SANTO	Cachoeiro de Itapemirim	Pedra Branca
77	Ocotea	nitida						-41.216667	-20.716667	14	7	2007						Lauraceae									VIES		Floresta Estacional Semidecidual Submontana. ; HA		flor	sl		Moreira			Moreira, L.N.	Brasil	ESPÍRITO SANTO	Cachoeiro de Itapemirim	Pedra Branca
3274	Ocotea	canaliculata	Proença, C.E.B.					-41.7092	-3.92806	21	7	2007						Lauraceae				árvore		4			UB		Cúpulas imaturas verde-marrons, ramos da inflorescencia verdes. Cheiro típico de Lauraceae na entrecasca dos ramos.; Árvore 4m. Fruto imaturo verde.; .; HABITAT: .; DESC: Árvore 4m. Fruto imaturo verde.		flor;fruto	sl		Proença			Proença, C.E.B.	Brasil	PIAUÍ	Piracuruca	Parque Nacional De Sete Cidades
3187	Ocotea	longifolia	Albuquerque, D.		11	2007		-56.0922	-2.1522	14	8	2007						Lauraceae	Googleearth-maps			árvore	9.3	10			EAFM;INPA	227942	Árvore de 10m de altura, DAP 9.3cm. Infrutescencia verde-escura, frutos com cálice vermelho e frutos verdes. árvore de 10m de altura, dap 9.3cm. infrutescência verde-escura, frutos com cálice vermelho e frutos verdes. árvore de 10m de altura, dap 9.3cm. infrutescencia verde-escura, frutos com cálice vermelho e frutos verdes. ; de	297340	fruto	inpa;sl	INPA00227942	Amaral			Amaral, I.L. do	Brasil	PARÁ	Juruti	Estrada Da Ferrovia
934	Ocotea	glomerata						-36.0936	-9.78111	17	8	2007						Lauraceae				arvoreta		3			MAC		Arvoreta ca. 3 m de altura. Botoes cremes.HABITAT:Mata Atlântica em encosta.;		botões	sl		Bayma			Bayma, I.A.	Brasil	ALAGOAS	São Miguel dos Campos	Cimpor
227	Ocotea	nitida						-41.387222	-12.475278	25	8	2007						Lauraceae									HUEFS		Floresta estacional decidual.		flor	sl		Couto			Couto, A.P.L.	Brasil	BAHIA	Lençóis	Estação Ecológica Do Pau-brasil
668	Ocotea	longifolia						-55.5025	-11.8642	3	9	2007						Lauraceae				árvore					SPSF		COLETA: Flores brancas com glândulas vermelhas.&nf;Árvores 11m.; GEOGRAFIA: (R.23, Praça 1), aol lado da Av. Jacarandas, próximo r Rua das Nogueiras.;		flor	sl		Pontes			Pontes, A.F.	Brasil	MATO GROSSO	Sinop	Rio Juruena
172	Ocotea	glomerata	Moraes, P.L.R. de	11	5	2014		-36.0117	-8.82778	24	9	2007						Lauraceae	Linha-6144			árvore		2.5			FUEL;HST		Árvore ca. 2,5 m alt.; folhas simples alternadas, levemente discolores abaxialmente verde-claro e tomentosos, adaxialmente verde-escuro. árvore ca. 2,5m de altura, folhas simples alternadas, levemente discolores abaxialmente verde claro e tomentoso, adaxialmente verde escuro; desc: árvore ca. 2,5m de altura, folhas simples alternadas, levemente discolores abaxialmente verde claro e toment			sl		Silva			Silva, L.R.	Brasil	PERNAMBUCO	Quipapá	Barragem Pau Ferro
